event_id_cnty,event_date,notes,topic_manual
RUS6070,04 March 2021,"On 4 March 2021, several dozen people, mostly men, took part in a demonstration in Moscow - Central, calling upon the authorities to address the issue of obesity and unhealthy food consumption that, they alleged, mostly affected males. Police detained 4 people during the demonstration.",social
RUS6076,03 March 2021,"On 3 March 2021, PARNAS members staged a series of 'one-person protests' in Kostroma, criticizing the government's socio-economic policies, and demanding higher wages and pensions, as well as in support of Russia's political prisoners.",economic
RUS6074,03 March 2021,"On 3 March 2021, KPRF members staged a protest in Moscow - Central in front of the Central Electoral Commission, decrying alleged irregularities in the registration of candidates and alleged preparations for mass electoral fraud for the upcoming municipal election.",political
RUS6067,01 March 2021,"On 1 March 2021, 4 activists staged a series of 'one-person protests' in Makhachkala, demanding the release of Russia's political prisoners.",political
RUS6068,01 March 2021,"On 1 March 2021, about 200 residents of nearby towns and villages staged a protest in Makhachkala demanding the regional authorities address the issues with intermittent supply of heating gas in their area.",social
RUS6065,28 February 2021,"On 28 February 2021, drivers of minibuses in Ryazan staged a series of 'one-person protests', demanding the city authorities repay them wage arrears.",economic
RUS6081,28 February 2021,"On 28 February 2021, about 100 people, including members of Yabloko, PARNAS, Vesna, and Navalny HQ, took part in an authorized memorial demonstration in Barnaul in memory of opposition politician Boris Nemtsov on the 6th anniversary of his assassination, with some criticizing the official investigation and demanding the authorities uncover the identity of the organizers, as well as voicing support for Russia's political prisoners.",political
RUS6066,28 February 2021,"On 28 February 2021, several dozen people took part in a protest in St. Petersburg-Tsentralny against the expansion of in-fill housing construction in the area.",environmental
RUS6059,27 February 2021,"On 27 February 2021, cheated housing interest holders took part in a protest in Moscow - Central, demanding the authorities assist them with securing the construction of their housing.",social
RUS6063,27 February 2021,"On 27 February 2021, 4 activists staged a series of 'one-person protests' in Volgograd in memory of opposition politician Boris Nemtsov on the 6th anniversary of his assassination, demanding the authorities uncover the identity of the organizers.",political
RUS6064,27 February 2021,"On 27 February 2021, 4 activists staged a series of 'one-person protests' in Volgograd against the expansion of logging in the forest grove in the area.",environmental
RUS6057,27 February 2021,"On 27 February 2021, about 50 activists took part in a series of 'one-person protests' in Krasnodar in memory of opposition politician Boris Nemtsov on the 6th anniversary of his assassination, with some criticizing the official investigation and demanding the authorities uncover the identity of the organizers.",political
RUS6078,27 February 2021,"On 27 February 2021, about 15 activists, including members of Yabloko, took part in a series of 'one-person protests' in Sochi in memory of opposition politician Boris Nemtsov on the 6th anniversary of his assassination, with some criticizing the official investigation and demanding the authorities uncover the identity of the organizers.",political
RUS6053,27 February 2021,"On 27 February 2021, 7 people took part in a memorial demonstration in Astrakhan in memory of opposition politician Boris Nemtsov on the 6th anniversary of his assassination, with some staging 'one-person protests', criticizing the official investigation and demanding the authorities uncover the identity of the organizers.",political
RUS6056,27 February 2021,"On 27 February 2021, people took part in a memorial demonstration in Kazan in memory of opposition politician Boris Nemtsov on the 6th anniversary of his assassination, with some criticizing the official investigation and demanding the authorities uncover the identity of the organizers. At least 2 participants were briefly detained by police.",political
RUS6079,27 February 2021,"On 27 February 2021, about 30 people, including members of Yabloko, took part in a memorial demonstration in Yaroslavl in memory of opposition politician Boris Nemtsov on the 6th anniversary of his assassination, with some staging 'one-person protests', criticizing the official investigation and demanding the authorities uncover the identity of the organizers.",political
RUS6054,27 February 2021,"On 27 February 2021, about 10 people took part in a memorial demonstration in Chita in memory of opposition politician Boris Nemtsov on the 6th anniversary of his assassination, with some staging 'one-person protests', criticizing the official investigation and demanding the authorities uncover the identity of the organizers.",political
RUS6062,27 February 2021,"On 27 February 2021, people took part in a memorial demonstration in Tyumen in memory of opposition politician Boris Nemtsov on the 6th anniversary of his assassination, with some criticizing the official investigation and demanding the authorities uncover the identity of the organizers.",political
RUS6060,27 February 2021,"On 27 February 2021, people took part in a memorial demonstration in Novosibirsk in memory of opposition politician Boris Nemtsov on the 6th anniversary of his assassination, with some criticizing the official investigation and demanding the authorities uncover the identity of the organizers.",political
RUS6075,27 February 2021,"On 27 February 2021, about 15 people, including members of PARNAS, took part in a memorial demonstration in Kirov in memory of opposition politician Boris Nemtsov on the 6th anniversary of his assassination, with some criticizing the official investigation and demanding the authorities uncover the identity of the organizers.",political
RUS6077,27 February 2021,"On 27 February 2021, about 15 people took part in a memorial demonstration in Omsk in memory of opposition politician Boris Nemtsov on the 6th anniversary of his assassination, with some staging 'one-person protests', criticizing the official investigation and demanding the authorities uncover the identity of the organizers. At the same time an unspecified number of Yabloko activists staged a similar demonstration in another area of the city.",political
RUS6055,27 February 2021,"On 27 February 2021, people took part in a memorial demonstration in Irkutsk in memory of opposition politician Boris Nemtsov on the 6th anniversary of his assassination, with some criticizing the official investigation and demanding the authorities uncover the identity of the organizers.",political
RUS6061,27 February 2021,"On 27 February 2021, at least 310 people took part in a memorial demonstration in St. Petersburg-Tsentralny in memory of opposition politician Boris Nemtsov on the 6th anniversary of his assassination, with some staging 'one-person protests', criticizing the official investigation and demanding the authorities uncover the identity of the organizers.",political
RUS6080,27 February 2021,"On 27 February 2021, about 10100 people, including members of Yabloko, PARNAS, as well as ambassadors of the United States, Germany, Czech Republic, and Latvia, took part in a memorial demonstration in Moscow - Central in memory of opposition politician Boris Nemtsov on the 6th anniversary of his assassination, with some criticizing the official investigation and demanding the authorities uncover the identity of the organizers.",political
RUS6050,26 February 2021,"On 26 February 2021, an unspecified number of people took part in a series of 'one-person protests' in Ryazan, demanding the local authorities set up an animal shelter for the city's stray animals.",environmental
RUS6036,23 February 2021,"On 23 February 2021, up to 50 KPRF activists took part in an unauthorized protest in Penza, commemorating the anniversary of the founding of the Red Army, as well as criticizing the government's socio-economic policies and in support of Russia's political prisoners.",political
RUS6045,23 February 2021,"On 23 February 2021, activists took part in a protest near Ishimbay, commemorating the authorities' decision not to develop soda mining operations on the Kushtau hill, and demanding that no further mining or other potentially destructive activites be carried out at other sacred hills in the region.",environmental
RUS6046,23 February 2021,"On 23 February 2021, people took part in a protest in Moscow - Western calling for an investigation into the municipal service's cutting down of a number of trees in the district.",environmental
RUS6041,23 February 2021,"On 23 February 2021, 20 people, including members of LF, ZNS, Other Russia, and labour unions, took part in a protest in Volgograd, demanding the authorities address the rising prices of medicines and basic foodstuffs.",economic
RUS6037,23 February 2021,"On 23 February 2021, about 50 KPRF activists took part in an unauthorized protest in Petrozavodsk commemorating the anniversary of the founding of the Red Army, as well as criticizing the government's socio-economic policies and in support of Russia's political prisoners.",political
RUS6039,23 February 2021,"On 23 February 2021, KPRF activists took part in an unauthorized protest in Yaroslavl, commemorating the anniversary of the founding of the Red Army, as well as criticizing the government's socio-economic policies and in support of Russia's political prisoners.",political
RUS6034,23 February 2021,"On 23 February 2021, police detained 10 KPRF and LF activists who were taking part in an event commemorating the anniversary of the founding of the Red Army in Novokuybyshevsk, with some of the activists also displaying posters in support of Russia's political prisoners.",political
RUS6049,23 February 2021,"On 23 February 2021, people took part in a series of 'one-person protests' in Vladivostok in support of opposition activist Alexei Navalny and calling for the release of Russia's political prisoners.",political
RUS6035,23 February 2021,"On 23 February 2021, 75 KPRF activists took part in an authorized protest in Marks, commemorating the anniversary of the founding of the Red Army, as well as criticizing the government's socio-economic policies and in support of Russia's political prisoners.",political
RUS6048,23 February 2021,"On 23 February 2021, over 60 people set up a camp near Urdoma, alleging that the authorities are attempting to resume the construction of the massive waste collection polygon near the Shiyes station nearby.",environmental
RUS6047,23 February 2021,"On 23 February 2021, activists took part in a series of 'one-person protests' in Novosibirsk against the plans to a plot land for the development of a new mall, demanding it be used for a park instead.",environmental
RUS6038,23 February 2021,"On 23 February 2021, about 70 KPRF activists took part in an unauthorized protest in Ulan-Ude, commemorating the anniversary of the founding of the Red Army, as well as criticizing the government's socio-economic policies and in support of Russia's political prisoners.",political
RUS6042,23 February 2021,"On 23 February 2021, NOD activists staged a series of 'one-person protests' in Irkutsk against the coronavirus-related restrictions.",social
RUS6040,23 February 2021,"On 23 February 2021, about 600 KPRF and LF members took part in an unauthorized protest in Moscow - Central, commemorating the anniversary of the founding of the Red Army, as well as criticizing the government's socio-economic policies and in support of Russia's political prisoners.",political
RUS6082,23 February 2021,"On 23 February 2021, at least 10000 people, including residents of Chechnya and Ingushetia, took part in a commemorative event on the outskirts of the town of Novokuli, commemorating the anniversary of Stalinist deportations, and calling for the restoration of the historic Aukhov District, the territory in which Chechens lived before 1944.",cultural
RUS6033,22 February 2021,"On 22 February 2021, KPRF members took part in a protest in Tambov, criticizing the socio-economic policies of the government and in support of Russia's political prisoners.",political
RUS6051,22 February 2021,"On 22 February 2021, police detained 6 Yabloko members who were taking part in a series of 'one-person protests' in Moscow - Central in support of Russia's political prisoners and against the socio-political policies of the government.",political
RUS6032,22 February 2021,"On 22 February 2021, KPRF activists staged a series of 'one-person protests' in St. Petersburg-Tsentralny in support of a Catalan communist musician who was recently detained by the Spanish authorities.",political
RUS6043,21 February 2021,"On 21 February 2021, people staged a protest in Moscow - Central against the plans to expand construction to the district's park zone.",environmental
RUS6044,21 February 2021,"On 21 February 2021, about 150 people took part in a protest run against the plans to cut down a forest grove in Volgograd.",environmental
RUS6031,20 February 2021,"On 20 February 2021, KPRF activists staged a series of 'one-person protests' in Omsk in support of a Catalan communist musician who was recently detained by the Spanish authorities.",political
RUS6028,19 February 2021,"On 19 February 2021, 3 mothers of local residents who are detained on terrorism-related charges took part in a series of coordinated 'one-person protests' in Derbent, alleging that their sons were tortured in police custody and were forced to give false confessions under pressure.",social
RUS6027,17 February 2021,"On 17 February 2021, KPRF members took part in a series of coordinated 'one-person protests' in Kyzyl, criticizing the government's socio-political policies.",political
RUS5976,17 February 2021,"On 17 February 2021, local residents took part in a series of 'one-person protests' in Novosibirsk, demanding the resignation of the city's mayor for corruption",political
RUS6025,15 February 2021,"On 15 February 2021, local residents took part in a protest in Astrakhan against the local administration's decision to declare their housing to be unsafe, forcing their relocation as a result.",social
RUS5975,15 February 2021,"On 15 February 2021, local residents took part in a protest in Korkmaskala, demanding the resignation of the head of local administration for corruption",political
RUS6026,15 February 2021,"On 15 February 2021, activists staged a series of 'one-person protests' in Ufa, demanding lower heating rates.",economic
RUS5978,14 February 2021,"On 14 February 2021, members of LKSM took part in a protest in Barnaul against political persecution and demanding the release of Russia's political prisoners. Separately, people also took part in a flash-mob 'Love is Stronger than Fear' protest in Barnaul, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS5997,14 February 2021,"On 14 February 2021, at least 235 people, mostly women, took part in a protest by forming a human chain in Moscow - Central, in support of Yulia Navalnaya and her husband, opposition politician Alexei Navalny, and demanding the release of Russia's political prisoners. Separately, people also took part in a flash-mob 'Love is Stronger than Fear' protest in Moscow, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6022,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Yaroslavl, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS5991,14 February 2021,"On 14 February 2021, about 15 PARNAS members took part in a protest in Kirov in support of Russia's political prisoners and demanding their release.",political
RUS6011,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Severodvinsk, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS5998,14 February 2021,"On 14 February 2021, people took part in a protest in Moscow - Central in opposition to the plans to construct a mall at the site of the old institute of international labor. The protesters demanded the space is used to set up a park instead.",environmental
RUS6013,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Sochi, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6014,14 February 2021,"On 14 February 2021, at least about 20 people took part in a flash-mob 'Love is Stronger than Fear' protest in Stavropol, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS5982,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Anapa, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS5993,14 February 2021,"On 14 February 2021, at least 13 people took part in a flash-mob 'Love is Stronger than Fear' protest in Krasnodar, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6021,14 February 2021,"On 14 February 2021, at least 7 people took part in a flash-mob 'Love is Stronger than Fear' protest in Volgograd, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners. Separately, 3 activists staged a series of 'one-person protests' in Volgograd demanding the release of political prisoners.",political
RUS5989,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Kamyshin, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6016,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Taganrog, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS5986,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Donetsk, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6024,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Yeysk, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS5996,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Makhachkala, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6008,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Rostov-on-Don, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6001,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Novocherkassk, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6002,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Novoshakhtinsk, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS5983,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Astrakhan, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6005,14 February 2021,"On 14 February 2021, members of Other Russia staged a series of 'one-person protests' in Perm against the plans to expand construction projects into the forest zone.",environmental
RUS6007,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Petrozavodsk, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6012,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Sheregesh, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS5995,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Kurgan, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6015,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Syktyvkar, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS5994,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Krasnoyarsk, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS5985,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Chelyabinsk, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS5987,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Irkutsk, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS5999,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in the area of Nikolskoye, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6017,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Tomsk, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS5990,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Khabarovsk, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS5992,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Komsomolsk-on-Amur, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6006,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Perm, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS5988,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Izhevsk, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6019,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Ussuriysk, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6020,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Vladivostok, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS5984,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Blagoveshchensk, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6010,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Saratov, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6009,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Samara, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6004,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Omsk, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6000,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Nizhny Novgorod, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6018,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Tyumen, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6003,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Novosibirsk, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS6023,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Yekaterinburg, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS5979,14 February 2021,"On 14 February 2021, people took part in a flash-mob 'Love is Stronger than Fear' protest in Kazan, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS5980,14 February 2021,"On 14 February 2021, over 1000 people took part in an authorized protest, co-organized by Left Front, Yabloko, and PARNAS, in Kazan against political persecution and demanding the release of Russia's political prisoners. Police detained 9 people shortly after they left the protest area.",political
RUS5977,14 February 2021,"On 14 February 2021, about 70 women took part in a protest by forming a human chain in St. Petersburg-Tsentralny, in support of Yulia Navalnaya and her husband, opposition politician Alexei Navalny, demanding the release of Russia's political prisoners. Separately, people took part in a flash-mob 'Love is Stronger than Fear' protest in St. Petersburg, waving flashlights in support of opposition politician Alexei Navalny and Russia's political prisoners.",political
RUS5981,13 February 2021,"On 13 February 2021, members of Other Russia staged a series of 'one-person protests' in Perm against the plans to expand construction projects into the forest zone.",environmental
RUS5974,12 February 2021,"On 12 February 2021, people took part in a series of one-person protests in Novosibirsk in support of opposition politician Alexei Navalny, and calling for the release of all of Russia's political prisoners.",political
RUS5971,11 February 2021,"On 11 February 2021, members of Zakhar Prilepin's Guard staged a series of one-person protests in front of the Polish consulate in Irkutsk, accusing Polish diplomats of supporting opposition politician Alexei Navalny.",political
RUS5969,10 February 2021,"On 10 February 2021, people took part in a series of 'one-person protests' in Astrakhan against the plans to construct a new chemical plant in the region.",environmental
RUS5968,09 February 2021,"On 9 February 2021, an unspecified number of KPRF activists staged one-person protests in Nalchik, demanding the release of Russia's political prisoners, including KPRF members who were arrested for taking part in pro-Navalny protests.",political
RUS5964,08 February 2021,"On 8 February 2021, people took part in a series of one-person protests in Irkutsk, demanding the release of Russia's political prisoners, including those who were detained for taking part in pro-Navalny protests on January 23 and 31, 2021.",political
RUS5967,08 February 2021,"On 8 February 2021, about 50 to 60 people took part in protest in Rim-Gorskiy, demanding the authorities address the lack of consistent supply of gas in the area.",social
RUS5963,08 February 2021,"On 8 February 2021, an unspecified number of KPRF activists staged one-person protests in Cheboksary, demanding the release of Russia's political prisoners, including KPRF members who were arrested for taking part in pro-Navalny protests.",political
RUS5966,08 February 2021,"On 8 February 2021, an unspecified number of KPRF activists staged one-person protests in Tambov, demanding the release of Russia's political prisoners, including KPRF members who were arrested for taking part in pro-Navalny protests.",political
RUS5965,08 February 2021,"On 8 February 2021, an unspecified number of KPRF activists staged one-person protests in Moscow - Central, demanding the release of Russia's political prisoners, including KPRF members who were arrested for taking part in pro-Navalny protests.",political
RUS5959,07 February 2021,"On 7 February 2021, at least 7 people took part in a series of one-person protests in Volgograd, demanding the release of Russia's political prisoners.",political
RUS5956,07 February 2021,"On 7 February 2021, about 300 people took part in an unauthorized protest in Makhachkala, following the killing of an ex-head of the village of Novokuli in local police custody. Two police officers were detained in connection to his death.",political
RUS5955,07 February 2021,"On 7 February 2021, police detained at least 3 people taking part in a series of 'one-person protests' in Astrakhan, demanding the release of Russia's political prisoners.",political
RUS5957,07 February 2021,"On 7 February 2021, police detained at least 6 people taking part in a series of 'one-person protests' in Novosibirsk, demanding the release of Russia's political prisoners.",political
RUS5958,07 February 2021,"On 7 February 2021, an unspecified number of people took part in a protest in St. Petersburg-Tsentralny, against the plans to expand construction projects in the historic district.",cultural
RUS5949,06 February 2021,"On 6 February 2021, an unspecified number of people took part in an unauthorized protest in Khabarovsk in support of the jailed LDPR governor of Khabarovsk Krai Sergei Furgal and other political prisoners.",political
RUS5951,06 February 2021,"On 6 February 2021, police detained at least 10 people taking part in a series of 'one-person protests' in Vladivostok, demanding the release of Russia's political prisoners.",political
RUS5950,06 February 2021,"On 6 February 2021, 3 people took part in a series of one-person protests in Kirov in support of opposition politician Alexei Navalny, and calling for the release of all of Russia's political prisoners.",political
RUS5934,05 February 2021,"On 5 February 2021, an unspecified number of bus drivers staged a protest in Biysk, refusing to start their routes and demanding the authorities do a better job cleaning the roads.",environmental
RUS5935,05 February 2021,"On 5 February 2021, police detained 25 people taking part in a protest art-installation in Moscow - Western. The participants wore outfits reminiscent of riot police, defending the word 'Freedom' written in the snow.",political
RUS5936,05 February 2021,"On 5 February 2021, an unspecified number of workers at the Vladivostok-based Radiopribor factory staged an unauthorized protest against the plans to move the defence contract to a different city, potentially threatening hundreds of jobs.",economic
RUS5932,04 February 2021,"On 4 February 2021, hundreds of KPRF activists staged a protest in Moscow - Central, voicing their distrust with the Central Electoral commission authorities, calling for the resignation of its head.",political
RUS5933,04 February 2021,"On 4 February 2021, people took part in a series of coordinated one-person protests in Novosibirsk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23.",political
RUS5931,03 February 2021,"On 3 February 2021, at least 3 people took part in a series of coordinated one-person protests in Novosibirsk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23.",political
RUS5930,02 February 2021,"On 2 February 2021, an unspecified number of KPRF activists staged a series of one-person protests in Yekaterinburg, calling for the demolition of Yeltsin-Center headquarters in the city.",political
RUS5929,02 February 2021,"On 2 February 2021, people took part in an unauthorized protest in Omsk, demanding the release of Alexei Navalny, who was sentenced to 3.5 years in prison for violating the terms of his probation, as well as calling for the release of those detained during the protests on January 23. Police detained at least 4 people.",political
RUS5820,02 February 2021,"On 2 February 2021, people took part in an unauthorized protest in St. Petersburg, demanding the release of Alexei Navalny, who was just sentenced to 3.5 years in prison for violating the terms of his probation, as well as calling for the release of those detained during the protests on January 23. Police detained at least 260 people, beating many with batons and using tasers, causing several injuries to protesters.",political
RUS5928,02 February 2021,"On 2 February 2021, people took part in an unauthorized protest in Izhevsk, demanding the release of Alexei Navalny, who was sentenced to 3.5 years in prison for violating the terms of his probation, as well as calling for the release of those detained during the protests on January 23. Police detained at least 4 people.",political
RUS5819,02 February 2021,"On 2 February 2021, people took part in an unauthorized protest in Moscow, demanding the release of Alexei Navalny, who was just sentenced to 3.5 years in prison for violating the terms of his probation, as well as calling for the release of those detained during the protests on January 23. Police detained at least 1188 people, beating many with batons and using tasers, including striking a journalist who was wearing visible press accreditation on the head with a baton.",political
RUS5814,31 January 2021,"On 31 January 2021, about 1000 people took part in an unauthorized protest in Kazan, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained about 300 people, beating many with clubs, 133 people were charged.",political
RUS5816,31 January 2021,"On 31 January 2021, about 700 to 800 people took part in an unauthorized protest in Rostov-on-Don, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 94 protesters, beating many with batons and using tasers. A smaller pro-government NOD protest event took place simultaneously with the main event.",political
RUS5817,31 January 2021,"On 31 January 2021, at least 7000 people took part in an unauthorized protest in St. Petersburg, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 1315 people, beating many with batons and using tasers.",political
RUS5818,31 January 2021,"On 31 January 2021, over 500 people took part in a protest in Vladivostok, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as release of those detained during the protests on January 23. Police detained at least 122 protesters. There were reports of police using tasers and less-than-lethal projectiles during the detentions, resulting in several injuries.",political
RUS5827,31 January 2021,"On 31 January 2021, at least 1000 people took part in an unauthorized protest in Arkhangelsk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 20 people.",political
RUS5829,31 January 2021,"On 31 January 2021, about 150 people took part in an unauthorized protest in Astrakhan, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 14 protesters, including at least one member of PARNAS, and a journalist covering the event.",political
RUS5831,31 January 2021,"On 31 January 2021, at least 250 people took part in an unauthorized protest in Barnaul, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 85 people, arresting and charging at least 35.",political
RUS5837,31 January 2021,"On 31 January 2021, about 5000 people took part in an unauthorized protest in Chelyabinsk, demanding the release of Alexei Navalny, who was sentenced to 30 days of administrative arrest after arriving from Germany, where he was recovering from a failed assassination attempt carried out by the Russian Federal Security Service (FSB), as well as calling for the release of those detained during the protests on January 23. Police detained at least 127 people.",political
